id_poliza,id_cobertura,prima_emitida_cobertura
111732,2,2702.26392
111732,3,20595.633120000002
111732,4,81323.53715999999
111732,5,12960
111732,6,21600
111733,1,182608
111734,1,164347.2
111734,2,2354.0879999999997
111734,3,17941.968
111734,5,12960
111735,1,182608
111736,1,13695.6
111736,2,196.17399999999998
111736,3,1495.164
111736,4,5903.776999999999
111736,5,1080
111736,6,1800
111737,1,209999.19999999998
111738,1,182608
111739,1,13695.6
111740,1,164347.2
111740,2,2354.0879999999997
111740,3,17941.968
111740,5,12960
111741,1,13695.6
111742,1,91304
111742,2,1441.8011999999999
111742,3,10988.863200000002
111742,5,7200
111743,1,182608
111744,1,104999.59999999999
111744,2,2305.1591999999996
111744,3,17569.0512
111744,5,8280
111745,1,82173.6
111746,1,182608
111746,2,2812.296
111746,3,21434.256
111746,4,84634.908
111746,5,14400
111746,6,24000
111747,1,164347.2
111748,1,15217.333333333334
111749,1,104999.59999999999
111749,2,1802.1516
111749,3,13735.317600000002
111749,5,8280
111750,1,15217.333333333334
111750,2,256.262
111750,3,1953.1320000000003
111750,4,7712.100999999999
111750,5,1200
111750,6,2000
111751,1,82173.6
111752,1,91304
111753,1,13695.6
111754,1,182608
111754,2,2743.0319999999997
111754,3,20906.352000000003
111754,5,14400
111755,1,13695.6
111755,2,225.18866
111755,3,1716.3027600000003
111755,5,1080
111756,1,209999.19999999998
111756,2,3604.3032
111756,3,27470.635200000004
111756,4,108470.04359999999
111756,5,16560
111756,6,27599.999999999996
111757,1,13695.6
111758,1,164347.2
111759,1,82173.6
111760,1,15217.333333333334
111761,1,82173.6
111762,1,182608
111763,1,13695.6
111764,1,82173.6
111764,2,1321.9655999999998
111764,3,10075.521600000002
111764,5,6480
111765,1,182608
111765,2,3075.144
111765,3,23437.584000000003
111765,4,92545.21199999998
111765,5,14400
111765,6,24000
111766,1,182608
111767,1,164347.2
111768,1,82173.6
111768,2,1352.7348
111768,3,10310.0328
111768,5,6480
111769,1,91304
111769,2,1441.8011999999999
111769,3,10988.863200000002
111769,4,43390.4226
111769,5,7200
111769,6,12000
111770,1,13695.6
111770,2,225.18866
111770,3,1716.3027600000003
111770,5,1080
111771,1,82173.6
111772,1,209999.19999999998
111772,2,3604.3032
111772,3,27470.635200000004
111772,4,108470.04359999999
111772,5,16560
111772,6,27599.999999999996
111773,1,164347.2
111773,2,2705.4696
111773,3,20620.0656
111773,4,81420.01079999999
111773,5,12960
111773,6,21600
111774,1,182608
111775,1,164347.2
111776,1,209999.19999999998
111776,2,3604.3032
111776,3,27470.635200000004
111776,5,16560
111777,1,91304
111778,1,164347.2
111778,2,2702.26392
111778,3,20595.633120000002
111778,5,12960
111779,1,15217.333333333334
111780,1,104999.59999999999
111781,1,164347.2
111782,1,164347.2
111783,1,15217.333333333334
111784,1,164347.2
111785,1,104999.59999999999
111786,1,164347.2
111786,2,2705.4696
111786,3,20620.0656
111786,5,12960
111787,1,182608
111787,2,3075.144
111787,3,23437.584000000003
111787,4,92545.21199999998
111787,5,14400
111787,6,24000
111788,1,82173.6
111789,1,182608
111789,2,3075.144
111789,3,23437.584000000003
111789,5,14400
111790,1,15217.333333333334
111790,2,228.58599999999998
111790,3,1742.1960000000001
111790,5,1200
111791,1,13695.6
111792,1,182608
111792,2,2743.0319999999997
111792,3,20906.352000000003
111792,5,14400
111793,1,164347.2
111793,2,2705.4696
111793,3,20620.0656
111793,5,12960
111794,1,164347.2
111794,2,2643.9311999999995
111794,3,20151.043200000004
111794,5,12960
111795,1,164347.2
111796,1,17499.93333333333
111797,1,15217.333333333334
111798,1,17499.93333333333
111799,1,164347.2
111800,1,164347.2
111801,1,82173.6
111802,1,182608
111802,2,2743.0319999999997
111802,3,20906.352000000003
111802,5,14400
111803,1,82173.6
111804,1,13695.6
111805,1,91304
111806,1,182608
111806,2,2743.0319999999997
111806,3,20906.352000000003
111806,5,14400
111807,1,209999.19999999998
111808,1,17499.93333333333
111809,1,182608
111810,1,164347.2
111810,2,2702.26392
111810,3,20595.633120000002
111810,4,81323.53715999999
111810,5,12960
111810,6,21600
111811,1,13695.6
111812,1,209999.19999999998
111812,2,3604.3032
111812,3,27470.635200000004
111812,5,16560
111813,1,91304
111814,1,182608
111815,1,209999.19999999998
111816,1,82173.6
111817,1,104999.59999999999
111817,2,2305.1591999999996
111817,3,17569.0512
111817,5,8280
111818,1,164347.2
111819,1,17499.93333333333
111820,1,17499.93333333333
111821,1,17499.93333333333
111822,1,82173.6
111822,2,1321.9655999999998
111822,3,10075.521600000002
111822,5,6480
111823,1,182608
111824,1,15217.333333333334
111825,1,13695.6
111825,2,225.45579999999998
111825,3,1718.3388000000002
111825,5,1080
111826,1,209999.19999999998
111827,1,91304
111828,1,209999.19999999998
111829,1,209999.19999999998
111829,2,3604.3032
111829,3,27470.635200000004
111829,4,108470.04359999999
111829,5,16560
111829,6,27599.999999999996
111830,1,164347.2
111831,1,182608
111831,2,2734.1519999999996
111831,3,20838.672000000002
111831,5,14400
111832,1,164347.2
111833,1,104999.59999999999
111833,2,1802.1516
111833,3,13735.317600000002
111833,4,54235.021799999995
111833,5,8280
111833,6,13799.999999999998
111834,1,17499.93333333333
111835,1,82173.6
111836,1,82173.6
111837,1,91304
111838,1,82173.6
111839,1,164347.2
111839,2,2362.08
111839,3,18002.88
111839,5,12960
111840,1,104999.59999999999
111840,2,2305.1591999999996
111840,3,17569.0512
111840,5,8280
111841,1,164347.2
111842,1,104999.59999999999
111842,2,1802.1516
111842,3,13735.317600000002
111842,5,8280
111843,1,17499.93333333333
111844,1,164347.2
111845,1,164347.2
111846,1,104999.59999999999
111847,1,209999.19999999998
111848,1,182608
111849,1,104999.59999999999
111849,2,1802.1516
111849,3,13735.317600000002
111849,5,8280
111850,1,164347.2
111850,2,2365.8983999999996
111850,3,18031.9824
111850,4,71200.75319999999
111850,5,12960
111850,6,21600
111851,1,17499.93333333333
111852,1,104999.59999999999
111853,1,164347.2
111853,2,2705.4696
111853,3,20620.0656
111853,4,81420.01079999999
111853,5,12960
111853,6,21600
111854,1,91304
111855,1,15217.333333333334
111856,1,164347.2
111857,1,164347.2
111858,1,17499.93333333333
111858,2,384.19319999999993
111858,3,2928.1752
111858,4,11562.138599999998
111858,5,1380
111858,6,2299.9999999999995
111859,1,13695.6
111859,2,196.84
111859,3,1500.24
111859,5,1080
111860,1,164347.2
111860,2,2643.9311999999995
111860,3,20151.043200000004
111860,5,12960
111861,1,182608
111862,1,164347.2
111862,2,2643.9311999999995
111862,3,20151.043200000004
111862,5,12960
111863,1,91304
111863,2,1441.8011999999999
111863,3,10988.863200000002
111863,5,7200
111864,1,209999.19999999998
111864,2,7592.399999999999
111864,3,57866.4
111864,5,16560
111865,1,91304
111866,1,182608
111866,2,2743.0319999999997
111866,3,20906.352000000003
111866,4,82550.43599999999
111866,5,14400
111866,6,24000
111867,1,209999.19999999998
111868,1,182608
111869,1,13695.6
111870,1,209999.19999999998
111870,2,4610.318399999999
111870,3,35138.1024
111870,4,138745.66319999998
111870,5,16560
111870,6,27599.999999999996
111871,1,91304
111872,1,104999.59999999999
111873,1,209999.19999999998
111873,2,3604.3032
111873,3,27470.635200000004
111873,5,16560
111874,1,209999.19999999998
111875,1,209999.19999999998
111876,1,82173.6
111877,1,82173.6
111878,1,182608
111879,1,13695.6
111879,2,196.17399999999998
111879,3,1495.164
111879,5,1080
111880,1,82173.6
111881,1,209999.19999999998
111881,2,4610.318399999999
111881,3,35138.1024
111881,5,16560
111882,1,182608
111882,2,2734.1519999999996
111882,3,20838.672000000002
111882,5,14400
111883,1,15217.333333333334
111883,2,228.58599999999998
111883,3,1742.1960000000001
111883,4,6879.202999999999
111883,5,1200
111883,6,2000
111884,1,15217.333333333334
111885,1,91304
111885,2,1371.5159999999998
111885,3,10453.176000000001
111885,5,7200
111886,1,104999.59999999999
111886,2,1802.1516
111886,3,13735.317600000002
111886,5,8280
111887,1,164347.2
111887,2,2643.9311999999995
111887,3,20151.043200000004
111887,5,12960
111888,1,164347.2
111888,2,2354.0879999999997
111888,3,17941.968
111888,4,70845.324
111888,5,12960
111888,6,21600
111889,1,182608
111889,2,2883.6023999999998
111889,3,21977.726400000003
111889,4,86780.8452
111889,5,14400
111889,6,24000
111890,1,182608
111891,1,82173.6
111891,2,1181.04
111891,3,9001.44
111891,5,6480
111892,1,164347.2
111893,1,17499.93333333333
111893,2,300.35859999999997
111893,3,2289.2196000000004
111893,4,9039.1703
111893,5,1380
111893,6,2299.9999999999995
111894,1,182608
111894,2,2743.0319999999997
111894,3,20906.352000000003
111894,5,14400
111895,1,91304
111896,1,182608
111897,1,91304
111897,2,1441.8011999999999
111897,3,10988.863200000002
111897,5,7200
111898,1,82173.6
111899,1,182608
111900,1,13695.6
111901,1,164347.2
111902,1,15217.333333333334
111902,2,256.262
111902,3,1953.1320000000003
111902,5,1200
111903,1,182608
111903,2,3075.144
111903,3,23437.584000000003
111903,5,14400
111904,1,82173.6
111905,1,164347.2
111906,1,209999.19999999998
111906,2,3604.3032
111906,3,27470.635200000004
111906,5,16560
111907,1,164347.2
111907,2,2643.9311999999995
111907,3,20151.043200000004
111907,5,12960
111908,1,82173.6
111909,1,15217.333333333334
111910,1,104999.59999999999
111910,2,3796.1999999999994
111910,3,28933.2
111910,5,8280
111911,1,17499.93333333333
111912,1,104999.59999999999
111912,2,1802.1516
111912,3,13735.317600000002
111912,4,54235.021799999995
111912,5,8280
111912,6,13799.999999999998
111913,1,82173.6
111913,2,1352.7348
111913,3,10310.0328
111913,5,6480
111914,1,15217.333333333334
111915,1,164347.2
111916,1,15217.333333333334
111917,1,13695.6
111917,2,196.17399999999998
111917,3,1495.164
111917,5,1080
111918,1,209999.19999999998
111919,1,91304
111920,1,182608
111921,1,91304
111922,1,209999.19999999998
111922,2,3604.3032
111922,3,27470.635200000004
111922,5,16560
111923,1,104999.59999999999
111924,1,182608
111924,2,2812.296
111924,3,21434.256
111924,5,14400
111925,1,91304
111925,2,1537.572
111925,3,11718.792000000001
111925,5,7200
111926,1,182608
111927,1,82173.6
111928,1,104999.59999999999
111929,1,209999.19999999998
111930,1,182608
111931,1,209999.19999999998
111932,1,82173.6
111933,1,164347.2
111933,2,2705.4696
111933,3,20620.0656
111933,5,12960
111934,1,182608
111935,1,164347.2
111936,1,17499.93333333333
111937,1,91304
111938,1,164347.2
111938,2,2705.4696
111938,3,20620.0656
111938,5,12960
111939,1,209999.19999999998
111940,1,17499.93333333333
111940,2,300.35859999999997
111940,3,2289.2196000000004
111940,5,1380
111941,1,164347.2
111941,2,2705.4696
111941,3,20620.0656
111941,5,12960
111942,1,164347.2
111943,1,104999.59999999999
111943,2,1802.1516
111943,3,13735.317600000002
111943,5,8280
111944,1,91304
111944,2,1441.8011999999999
111944,3,10988.863200000002
111944,5,7200
111945,1,82173.6
111946,1,164347.2
111946,2,2365.8983999999996
111946,3,18031.9824
111946,4,71200.75319999999
111946,5,12960
111946,6,21600
111947,1,104999.59999999999
111948,1,15217.333333333334
111948,2,228.58599999999998
111948,3,1742.1960000000001
111948,4,6879.202999999999
111948,5,1200
111948,6,2000
111949,1,182608
111949,2,2883.6023999999998
111949,3,21977.726400000003
111949,5,14400
111950,1,104999.59999999999
111951,1,182608
111952,1,15217.333333333334
111952,2,228.58599999999998
111952,3,1742.1960000000001
111952,5,1200
111953,1,104999.59999999999
111954,1,13695.6
111955,1,82173.6
111955,2,1352.7348
111955,3,10310.0328
111955,5,6480
111956,1,164347.2
111957,1,182608
111958,1,182608
111959,1,209999.19999999998
111960,1,182608
111961,1,182608
111962,1,164347.2
111963,1,209999.19999999998
111964,1,91304
111965,1,104999.59999999999
111966,1,164347.2
111967,1,91304
111968,1,182608
111969,1,91304
111969,2,1537.572
111969,3,11718.792000000001
111969,5,7200
111970,1,15217.333333333334
111970,2,240.3002
111970,3,1831.4772000000003
111970,5,1200
111971,1,13695.6
111971,2,225.18866
111971,3,1716.3027600000003
111971,5,1080
111972,1,209999.19999999998
111973,1,164347.2
111974,1,182608
111975,1,164347.2
111975,2,2354.0879999999997
111975,3,17941.968
111975,4,70845.324
111975,5,12960
111975,6,21600
111976,1,182608
111977,1,164347.2
111977,2,2354.0879999999997
111977,3,17941.968
111977,5,12960
111978,1,209999.19999999998
111979,1,182608
111980,1,104999.59999999999
111981,1,209999.19999999998
111982,1,13695.6
111983,1,164347.2
111983,2,2354.0879999999997
111983,3,17941.968
111983,5,12960
111984,1,82173.6
111985,1,164347.2
111985,2,2643.9311999999995
111985,3,20151.043200000004
111985,5,12960
111986,1,15217.333333333334
111986,2,228.58599999999998
111986,3,1742.1960000000001
111986,4,6879.202999999999
111986,5,1200
111986,6,2000
111987,1,82173.6
111987,2,1182.9491999999998
111987,3,9015.9912
111987,4,35600.376599999996
111987,5,6480
111987,6,10800
111988,1,164347.2
111989,1,182608
111989,2,3075.144
111989,3,23437.584000000003
111989,5,14400
111990,1,209999.19999999998
111990,2,3604.3032
111990,3,27470.635200000004
111990,4,108470.04359999999
111990,5,16560
111990,6,27599.999999999996
111991,1,91304
111992,1,164347.2
111993,1,15217.333333333334
111994,1,15217.333333333334
111995,1,82173.6
111996,1,104999.59999999999
111997,1,182608
111998,1,209999.19999999998
111999,1,164347.2
112000,1,164347.2
112001,1,182608
112001,2,2734.1519999999996
112001,3,20838.672000000002
112001,5,14400
112002,1,15217.333333333334
112003,1,209999.19999999998
112004,1,13695.6
112004,2,196.17399999999998
112004,3,1495.164
112004,4,5903.776999999999
112004,5,1080
112004,6,1800
112005,1,164347.2
112005,2,2705.4696
112005,3,20620.0656
112005,5,12960
112006,1,182608
112006,2,2883.6023999999998
112006,3,21977.726400000003
112006,5,14400
112007,1,82173.6
112007,2,1181.04
112007,3,9001.44
112007,4,35542.92
112007,5,6480
112007,6,10800
112008,1,164347.2
112008,2,2643.9311999999995
112008,3,20151.043200000004
112008,5,12960
112009,1,164347.2
112009,2,2643.9311999999995
112009,3,20151.043200000004
112009,5,12960
112010,1,82173.6
112011,1,209999.19999999998
112012,1,104999.59999999999
112012,2,1802.1516
112012,3,13735.317600000002
112012,4,54235.021799999995
112012,5,8280
112012,6,13799.999999999998
112013,1,82173.6
112014,1,82173.6
112014,2,1321.9655999999998
112014,3,10075.521600000002
112014,5,6480
112015,1,164347.2
112015,2,2705.4696
112015,3,20620.0656
112015,5,12960
112016,1,209999.19999999998
112016,2,4610.318399999999
112016,3,35138.1024
112016,5,16560
112017,1,17499.93333333333
112018,1,164347.2
112018,2,2702.26392
112018,3,20595.633120000002
112018,4,81323.53715999999
112018,5,12960
112018,6,21600
112019,1,91304
112019,2,1406.148
112019,3,10717.128
112019,4,42317.454
112019,5,7200
112019,6,12000
112020,1,164347.2
112020,2,2354.0879999999997
112020,3,17941.968
112020,4,70845.324
112020,5,12960
112020,6,21600
112021,1,13695.6
112021,2,197.15819999999997
112021,3,1502.6652000000001
112021,5,1080
112022,1,82173.6
112022,2,1181.04
112022,3,9001.44
112022,5,6480
112023,1,104999.59999999999
112024,1,164347.2
112024,2,2362.08
112024,3,18002.88
112024,5,12960
112025,1,182608
112025,2,2883.6023999999998
112025,3,21977.726400000003
112025,5,14400
112026,1,82173.6
112026,2,1352.7348
112026,3,10310.0328
112026,4,40710.005399999995
112026,5,6480
112026,6,10800
112027,1,17499.93333333333
112028,1,91304
112028,2,1371.5159999999998
112028,3,10453.176000000001
112028,5,7200
112029,1,82173.6
112029,2,1321.9655999999998
112029,3,10075.521600000002
112029,4,39784.0188
112029,5,6480
112029,6,10800
112030,1,15217.333333333334
112030,2,228.58599999999998
112030,3,1742.1960000000001
112030,5,1200
112031,1,91304
112032,1,91304
112033,1,209999.19999999998
112033,2,4610.318399999999
112033,3,35138.1024
112033,5,16560
112034,1,13695.6
112034,2,225.18866
112034,3,1716.3027600000003
112034,5,1080
112035,1,209999.19999999998
112036,1,209999.19999999998
112037,1,91304
112037,2,1367.0759999999998
112037,3,10419.336000000001
112037,5,7200
112038,1,209999.19999999998
112039,1,209999.19999999998
112040,1,13695.6
112041,1,164347.2
112042,1,13695.6
112043,1,164347.2
112044,1,15217.333333333334
112045,1,82173.6
112046,1,13695.6
112047,1,164347.2
112047,2,2705.4696
112047,3,20620.0656
112047,5,12960
112048,1,182608
112049,1,15217.333333333334
112050,1,17499.93333333333
112051,1,182608
112052,1,209999.19999999998
112052,2,7592.399999999999
112052,3,57866.4
112052,5,16560
112053,1,209999.19999999998
112054,1,182608
112055,1,17499.93333333333
112055,2,300.35859999999997
112055,3,2289.2196000000004
112055,5,1380
112056,1,13695.6
112057,1,82173.6
112058,1,91304
112059,1,15217.333333333334
112060,1,82173.6
112061,1,104999.59999999999
112062,1,182608
112063,1,209999.19999999998
112064,1,104999.59999999999
112064,2,3796.1999999999994
112064,3,28933.2
112064,5,8280
112065,1,104999.59999999999
112065,2,1802.1516
112065,3,13735.317600000002
112065,5,8280
112066,1,82173.6
112067,1,182608
112067,2,3075.144
112067,3,23437.584000000003
112067,5,14400
112068,1,182608
112069,1,13695.6
112069,2,225.18866
112069,3,1716.3027600000003
112069,5,1080
112070,1,91304
112071,1,13695.6
112072,1,182608
112072,2,2743.0319999999997
112072,3,20906.352000000003
112072,5,14400
112073,1,13695.6
112073,2,196.17399999999998
112073,3,1495.164
112073,5,1080
112074,1,209999.19999999998
112074,2,4610.318399999999
112074,3,35138.1024
112074,4,138745.66319999998
112074,5,16560
112074,6,27599.999999999996
112075,1,182608
112075,2,2812.296
112075,3,21434.256
112075,5,14400
112076,1,182608
112076,2,3075.144
112076,3,23437.584000000003
112076,5,14400
112077,1,164347.2
112077,2,2705.4696
112077,3,20620.0656
112077,4,81420.01079999999
112077,5,12960
112077,6,21600
112078,1,13695.6
112078,2,225.45579999999998
112078,3,1718.3388000000002
112078,5,1080
112079,1,209999.19999999998
112080,1,209999.19999999998
112081,1,17499.93333333333
112082,1,164347.2
112082,2,2643.9311999999995
112082,3,20151.043200000004
112082,5,12960
112083,1,82173.6
112083,2,1177.0439999999999
112083,3,8970.984
112083,5,6480
112084,1,82173.6
112085,1,104999.59999999999
112086,1,82173.6
112087,1,164347.2
112087,2,2705.4696
112087,3,20620.0656
112087,4,81420.01079999999
112087,5,12960
112087,6,21600
112088,1,17499.93333333333
112089,1,182608
112090,1,164347.2
112091,1,164347.2
112091,2,2705.4696
112091,3,20620.0656
112091,5,12960
112092,1,104999.59999999999
112093,1,17499.93333333333
112094,1,164347.2
112094,2,2354.0879999999997
112094,3,17941.968
112094,5,12960
112095,1,182608
112096,1,182608
112097,1,182608
112097,2,2743.0319999999997
112097,3,20906.352000000003
112097,5,14400
112098,1,91304
112098,2,1441.8011999999999
112098,3,10988.863200000002
112098,4,43390.4226
112098,5,7200
112098,6,12000
112099,1,182608
112099,2,2883.6023999999998
112099,3,21977.726400000003
112099,5,14400
112100,1,17499.93333333333
112101,1,82173.6
112101,2,1181.04
112101,3,9001.44
112101,5,6480
112102,1,209999.19999999998
112103,1,91304
112104,1,182608
112105,1,182608
112105,2,2743.0319999999997
112105,3,20906.352000000003
112105,5,14400
112106,1,104999.59999999999
112107,1,82173.6
112108,1,104999.59999999999
112109,1,82173.6
112109,2,1220.9778
112109,3,9305.830800000002
112109,5,6480
112110,1,182608
112111,1,164347.2
112111,2,2705.4696
112111,3,20620.0656
112111,4,81420.01079999999
112111,5,12960
112111,6,21600
112112,1,17499.93333333333
112113,1,82173.6
112114,1,182608
112115,1,182608
112116,1,182608
112117,1,17499.93333333333
112117,2,300.35859999999997
112117,3,2289.2196000000004
112117,5,1380
112118,1,15217.333333333334
112119,1,13695.6
112120,1,164347.2
112121,1,164347.2
112122,1,164347.2
112122,2,2705.4696
112122,3,20620.0656
112122,4,81420.01079999999
112122,5,12960
112122,6,21600
112123,1,82173.6
112124,1,164347.2
112124,2,2705.4696
112124,3,20620.0656
112124,5,12960
112125,1,17499.93333333333
112126,1,82173.6
112126,2,1352.7348
112126,3,10310.0328
112126,5,6480
112127,1,82173.6
112128,1,91304
112129,1,15217.333333333334
112129,2,227.84599999999998
112129,3,1736.5560000000003
112129,5,1200
112130,1,91304
112131,1,91304
112132,1,15217.333333333334
112133,1,15217.333333333334
112133,2,240.3002
112133,3,1831.4772000000003
112133,4,7231.737099999999
112133,5,1200
112133,6,2000
112134,1,182608
112134,2,2743.0319999999997
112134,3,20906.352000000003
112134,5,14400
112135,1,182608
112135,2,2883.6023999999998
112135,3,21977.726400000003
112135,4,86780.8452
112135,5,14400
112135,6,24000
112136,1,13695.6
112136,2,197.15819999999997
112136,3,1502.6652000000001
112136,5,1080
112137,1,182608
112138,1,82173.6
112139,1,104999.59999999999
112140,1,164347.2
112141,1,82173.6
112142,1,182608
112142,2,2743.0319999999997
112142,3,20906.352000000003
112142,5,14400
112143,1,15217.333333333334
112143,2,234.35799999999998
112143,3,1786.188
112143,5,1200
112144,1,13695.6
112144,2,225.45579999999998
112144,3,1718.3388000000002
112144,4,6785.000899999999
112144,5,1080
112144,6,1800
112145,1,182608
112146,1,182608
112147,1,17499.93333333333
112148,1,182608
112149,1,209999.19999999998
112149,2,3604.3032
112149,3,27470.635200000004
112149,5,16560
112150,1,164347.2
112151,1,182608
112151,2,3075.144
112151,3,23437.584000000003
112151,5,14400
112152,1,164347.2
112152,2,2702.26392
112152,3,20595.633120000002
112152,4,81323.53715999999
112152,5,12960
112152,6,21600
112153,1,164347.2
112153,2,2702.26392
112153,3,20595.633120000002
112153,4,81323.53715999999
112153,5,12960
112153,6,21600
112154,1,104999.59999999999
112154,2,1802.1516
112154,3,13735.317600000002
112154,5,8280
112155,1,209999.19999999998
112155,2,4610.318399999999
112155,3,35138.1024
112155,4,138745.66319999998
112155,5,16560
112155,6,27599.999999999996
112156,1,182608
112156,2,2883.6023999999998
112156,3,21977.726400000003
112156,4,86780.8452
112156,5,14400
112156,6,24000
112157,1,13695.6
112158,1,182608
112159,1,182608
112159,2,2743.0319999999997
112159,3,20906.352000000003
112159,4,82550.43599999999
112159,5,14400
112159,6,24000
112160,1,13695.6
112161,1,209999.19999999998
112162,1,209999.19999999998
112163,1,82173.6
112164,1,13695.6
112164,2,225.45579999999998
112164,3,1718.3388000000002
112164,5,1080
112165,1,15217.333333333334
112166,1,209999.19999999998
112167,1,104999.59999999999
112167,2,1802.1516
112167,3,13735.317600000002
112167,5,8280
112168,1,164347.2
112169,1,13695.6
112170,1,82173.6
112171,1,17499.93333333333
112172,1,182608
112173,1,182608
112173,2,2883.6023999999998
112173,3,21977.726400000003
112173,5,14400
112174,1,82173.6
112175,1,182608
112175,2,2743.0319999999997
112175,3,20906.352000000003
112175,4,82550.43599999999
112175,5,14400
112175,6,24000
112176,1,182608
112176,2,2743.0319999999997
112176,3,20906.352000000003
112176,4,82550.43599999999
112176,5,14400
112176,6,24000
112177,1,15217.333333333334
112178,1,82173.6
112178,2,1351.13196
112178,3,10297.816560000001
112178,5,6480
112179,1,13695.6
112179,2,225.45579999999998
112179,3,1718.3388000000002
112179,4,6785.000899999999
112179,5,1080
112179,6,1800
112180,1,82173.6
112181,1,164347.2
112182,1,13695.6
112183,1,182608
112184,1,182608
112184,2,3075.144
112184,3,23437.584000000003
112184,5,14400
112185,1,91304
112186,1,104999.59999999999
112187,1,104999.59999999999
112188,1,209999.19999999998
112189,1,164347.2
112189,2,2643.9311999999995
112189,3,20151.043200000004
112189,5,12960
112190,1,182608
112190,2,2743.0319999999997
112190,3,20906.352000000003
112190,5,14400
112191,1,91304
112192,1,15217.333333333334
112193,1,91304
112194,1,15217.333333333334
112194,2,227.84599999999998
112194,3,1736.5560000000003
112194,5,1200
112195,1,13695.6
112196,1,209999.19999999998
112197,1,164347.2
112198,1,182608
112199,1,82173.6
112199,2,1352.7348
112199,3,10310.0328
112199,5,6480
112200,1,91304
112200,2,1367.0759999999998
112200,3,10419.336000000001
112200,5,7200
112201,1,164347.2
112202,1,104999.59999999999
112202,2,2305.1591999999996
112202,3,17569.0512
112202,5,8280
112203,1,182608
112204,1,13695.6
112205,1,15217.333333333334
112205,2,240.3002
112205,3,1831.4772000000003
112205,4,7231.737099999999
112205,5,1200
112205,6,2000
112206,1,209999.19999999998
112206,2,4610.318399999999
112206,3,35138.1024
112206,5,16560
112207,1,182608
112208,1,164347.2
112209,1,15217.333333333334
112209,2,256.262
112209,3,1953.1320000000003
112209,5,1200
112210,1,91304
112211,1,164347.2
112211,2,2705.4696
112211,3,20620.0656
112211,5,12960
112212,1,182608
112213,1,82173.6
112213,2,1177.0439999999999
112213,3,8970.984
112213,5,6480
112214,1,182608
112215,1,182608
112215,2,2743.0319999999997
112215,3,20906.352000000003
112215,5,14400
112216,1,209999.19999999998
112216,2,4610.318399999999
112216,3,35138.1024
112216,5,16560
112217,1,164347.2
112217,2,2643.9311999999995
112217,3,20151.043200000004
112217,4,79568.0376
112217,5,12960
112217,6,21600
112218,1,82173.6
112218,2,1351.13196
112218,3,10297.816560000001
112218,5,6480
112219,1,164347.2
112220,1,13695.6
112221,1,164347.2
112221,2,2702.26392
112221,3,20595.633120000002
112221,4,81323.53715999999
112221,5,12960
112221,6,21600
112222,1,17499.93333333333
112223,1,17499.93333333333
112223,2,300.35859999999997
112223,3,2289.2196000000004
112223,4,9039.1703
112223,5,1380
112223,6,2299.9999999999995
112224,1,209999.19999999998
112225,1,91304
112226,1,104999.59999999999
112227,1,164347.2
112228,1,182608
112229,1,164347.2
112229,2,2643.9311999999995
112229,3,20151.043200000004
112229,5,12960
112230,1,164347.2
112231,1,164347.2
112232,1,82173.6
112232,2,1352.7348
112232,3,10310.0328
112232,4,40710.005399999995
112232,5,6480
112232,6,10800
112233,1,13695.6
112233,2,197.15819999999997
112233,3,1502.6652000000001
112233,5,1080
112234,1,82173.6
112235,1,164347.2
112236,1,91304
112236,2,1441.8011999999999
112236,3,10988.863200000002
112236,4,43390.4226
112236,5,7200
112236,6,12000
112237,1,15217.333333333334
112237,2,240.3002
112237,3,1831.4772000000003
112237,5,1200
112238,1,17499.93333333333
112239,1,15217.333333333334
112239,2,227.84599999999998
112239,3,1736.5560000000003
112239,5,1200
112240,1,164347.2
112240,2,2365.8983999999996
112240,3,18031.9824
112240,5,12960
112241,1,91304
112241,2,1441.8011999999999
112241,3,10988.863200000002
112241,5,7200
112242,1,182608
112243,1,209999.19999999998
112244,1,17499.93333333333
112245,1,91304
112246,1,209999.19999999998
112247,1,182608
112248,1,82173.6
112249,1,164347.2
112249,2,2705.4696
112249,3,20620.0656
112249,4,81420.01079999999
112249,5,12960
112249,6,21600
112250,1,82173.6
112251,1,15217.333333333334
112251,2,240.3002
112251,3,1831.4772000000003
112251,5,1200
112252,1,13695.6
112253,1,91304
112254,1,209999.19999999998
112255,1,164347.2
112256,1,209999.19999999998
112257,1,91304
112257,2,1441.8011999999999
112257,3,10988.863200000002
112257,5,7200
112258,1,13695.6
112259,1,13695.6
112259,2,196.17399999999998
112259,3,1495.164
112259,5,1080
112260,1,164347.2
112260,2,2354.0879999999997
112260,3,17941.968
112260,5,12960
112261,1,91304
112262,1,82173.6
112263,1,13695.6
112264,1,209999.19999999998
112265,1,13695.6
112265,2,196.17399999999998
112265,3,1495.164
112265,4,5903.776999999999
112265,5,1080
112265,6,1800
112266,1,91304
112267,1,164347.2
112268,1,209999.19999999998
112268,2,3604.3032
112268,3,27470.635200000004
112268,5,16560
112269,1,104999.59999999999
112270,1,164347.2
112271,1,182608
112272,1,209999.19999999998
112273,1,91304
112274,1,104999.59999999999
112275,1,91304
112276,1,209999.19999999998
112277,1,164347.2
112277,2,2362.08
112277,3,18002.88
112277,4,71085.84
112277,5,12960
112277,6,21600
112278,1,164347.2
112278,2,2643.9311999999995
112278,3,20151.043200000004
112278,5,12960
112279,1,209999.19999999998
112280,1,164347.2
