id_siniestro,id_poliza,id_cobertura,monto_siniestro,fecha_ocurrencia
1322,106270,1,697172.1653423331,2014-12-09
1323,106271,1,453688.8092664918,2015-08-20
1324,106276,1,371421.48452271894,2015-11-25
1325,106291,1,463645.986735079,2014-12-01
1326,106296,1,159484.54841431315,2015-12-01
1327,106296,1,235828.4923777579,2015-12-07
1328,106299,1,654049.8427793013,2015-07-17
1329,106299,1,1105927.1754015675,2015-07-30
1330,106302,4,349764.733907178,2015-08-09
1331,106308,1,399968.1078890129,2015-06-07
1332,106308,1,88082.89223236637,2015-03-27
1333,106317,1,6227.3723769080825,2016-03-31
1334,106323,3,847425.6286997041,2015-02-08
1335,106329,1,1795276.0256769683,2014-11-15
1336,106341,1,627812.6206990038,2015-06-07
1337,106345,1,604836.6286659327,2015-12-20
1338,106348,1,1636587.6083778504,2015-04-27
1339,106348,1,78215.11005502094,2015-01-16
1340,106356,1,14723.476185060572,2015-10-09
1341,106359,1,2054122.5037663218,2015-04-16
1342,106385,1,390045.25605048006,2015-11-11
1343,106395,1,975085.4533397487,2015-12-11
1344,106404,1,341046.762549303,2015-04-14
1345,106406,1,135959.67657465558,2015-12-06
1346,106412,1,372926.09062438505,2015-10-22
1347,106413,1,90849.19416618443,2015-01-14
1348,106416,1,1021752.907551566,2015-12-31
1349,106420,1,87394.75809747344,2014-12-20
1350,106428,1,361371.7740823296,2015-02-22
1351,106430,1,547277.1166137115,2014-10-26
1352,106431,1,147045.5433463552,2015-08-15
1353,106433,4,971605.4373758702,2014-12-05
1354,106435,1,389866.06101191975,2015-10-21
1355,106440,1,103566.70995401534,2015-06-21
1356,106442,5,20990.193262696266,2015-09-03
1357,106443,1,3157.7220705798827,2014-09-15
1358,106445,1,939739.673518421,2015-08-14
1359,106447,1,132507.51166977547,2015-06-13
1360,106448,1,777556.3685544295,2015-07-21
1361,106453,4,283090.2949577341,2015-09-06
1362,106465,1,201085.8261490479,2015-06-30
1363,106470,1,89311.41237175562,2015-06-10
1364,106473,1,725075.6778462561,2015-01-21
1365,106477,1,231631.72409357736,2015-03-25
1366,106479,1,329630.3896230639,2015-09-18
1367,106479,3,219482.02686832286,2015-04-07
1368,106489,1,223707.63338855188,2015-06-09
1369,106505,4,120872.9216854996,2015-05-27
1370,106506,1,65645.90473187529,2016-04-02
1371,106509,1,179234.00074505847,2015-04-15
1372,106512,1,687367.9460357655,2015-02-12
1373,106524,3,36656.69874056952,2015-07-26
1374,106526,1,386246.7115138625,2016-03-19
1375,106527,5,202340.3279017657,2014-10-12
1376,106529,1,423496.8500378933,2015-04-09
1377,106532,1,1185673.6311828909,2015-03-23
1378,106538,1,1323422.4056923413,2015-08-13
1379,106541,1,764042.3608527643,2014-09-25
1380,106546,1,377000.7985533583,2015-12-27
1381,106548,1,192996.2400018121,2014-12-05
1382,106548,2,665271.071421518,2014-09-04
1383,106554,1,481488.70539823506,2015-10-20
1384,106557,1,2376726.6149235214,2015-01-08
1385,106558,1,889282.7017943406,2015-04-28
1386,106571,1,155301.72268806724,2014-10-11
1387,106574,1,225778.9671725817,2014-12-14
1388,106575,1,309908.59081800206,2015-02-26
1389,106577,1,369884.73347586114,2015-08-30
1390,106579,1,36027.41000579336,2015-08-23
1391,106581,1,493554.77610009443,2015-06-18
1392,106584,1,847373.5700593594,2015-12-18
1393,106585,1,894855.5314054772,2015-06-05
1394,106590,1,1277846.733292472,2014-12-12
1395,106593,1,291238.19041340763,2016-01-04
1396,106597,1,47151.84262372747,2015-01-14
1397,106603,1,1082878.544124762,2015-02-16
1398,106612,1,474581.41738898895,2016-01-17
1399,106617,1,610444.2516016674,2015-06-29
1400,106626,1,155978.78250529105,2015-03-18
1401,106627,1,301955.33107793704,2015-12-20
1402,106637,1,150474.66493880656,2015-07-26
1403,106637,4,6402.912418018095,2015-06-26
1404,106640,1,499395.6326363956,2016-01-24
1405,106642,1,802145.6381586291,2014-09-08
1406,106645,1,223724.40897769248,2015-03-10
1407,106650,4,182530.40280917427,2014-08-23
1408,106664,1,121703.5620491202,2015-03-04
1409,106665,5,214411.64378679162,2015-05-14
1410,106671,1,1141163.0299616964,2015-06-08
1411,106672,1,189839.21333160438,2015-05-31
1412,106673,1,63771.58026686311,2015-09-02
1413,106674,1,468676.8531686808,2016-02-27
1414,106677,1,33622.68735968135,2015-04-20
1415,106682,1,62725.31000718809,2015-09-09
1416,106703,1,318607.38901927415,2015-11-01
1417,106709,1,400428.01854682155,2015-09-16
1418,106716,1,443655.9163030372,2015-08-29
1419,106716,1,197803.6090809851,2015-05-10
1420,106724,1,223785.31225566566,2015-12-20
1421,106737,1,1991110.3964493733,2015-03-17
1422,106739,1,42475.038353590295,2015-11-17
1423,106740,1,127101.44432309538,2015-03-07
1424,106746,1,260920.77270745626,2015-02-24
1425,106747,1,561472.1335531923,2015-06-15
1426,106750,1,156069.0365291345,2015-09-23
1427,106789,5,64500.482704044145,2015-11-27
1428,106796,1,897608.764464212,2015-06-14
1429,106801,1,439.9982082936913,2015-03-11
1430,106802,1,609661.7970552149,2015-07-16
1431,106804,1,433084.7122737849,2015-05-27
1432,106807,5,65915.04137031734,2016-03-13
1433,106819,4,279573.8048230796,2015-05-16
1434,106819,5,302330.0273549978,2015-01-28
1435,106823,1,358293.8615251132,2015-09-14
1436,106824,3,523876.4081538222,2015-12-15
1437,106824,4,1025905.1175327706,2015-12-06
1438,106827,1,279837.6558070234,2014-11-01
1439,106829,1,1202885.1670687445,2015-06-17
1440,106831,1,16921.080692415922,2015-02-04
1441,106833,1,1593434.2812884438,2015-12-29
1442,106833,4,60493.701270755846,2015-09-03
1443,106837,3,7755.559521745775,2015-10-14
1444,106843,1,646143.0026017141,2015-05-28
1445,106849,1,434474.65416082693,2015-10-07
1446,106856,5,425335.7017160727,2015-03-20
1447,106857,1,1854483.9150232847,2015-02-19
1448,106863,1,28535.989850549027,2015-04-01
1449,106863,1,2176458.17373062,2015-03-04
1450,106881,1,54034.7732235454,2015-07-07
1451,106886,1,51111.356671018526,2015-09-15
1452,106889,1,583792.5889500005,2015-11-24
1453,106890,1,1458900.2742343538,2015-06-24
1454,106891,1,275407.1004143369,2015-08-04
1455,106895,3,705408.9639796754,2015-08-24
1456,106896,1,2037635.97189998,2015-09-17
1457,106919,1,41480.174267378636,2016-02-27
1458,106919,4,74967.98576560154,2015-07-01
1459,106921,1,89775.26593955123,2015-12-25
1460,106933,4,315585.57965439075,2015-07-20
1461,106934,1,133718.77786391554,2015-08-22
1462,106937,1,139589.6646410809,2014-12-05
1463,106948,3,64973.8171094656,2015-07-22
1464,106951,1,359783.94795678,2015-07-08
1465,106955,6,229433.33140574396,2015-02-22
1466,106966,4,5166.12272010905,2016-01-14
1467,106977,1,41995.420590941794,2014-09-13
1468,106978,1,80717.21082577565,2016-01-24
1469,106979,1,59262.99352689274,2014-10-30
1470,106979,5,421671.79114897124,2015-03-04
1471,107010,1,1051103.7446779017,2016-04-25
1472,107013,1,125459.63677170547,2015-04-15
1473,107016,1,305626.1477622329,2015-07-03
1474,107019,1,810447.492203045,2015-04-19
1475,107019,1,48894.79507013876,2015-07-04
1476,107023,1,715287.7954093007,2015-06-20
1477,107025,1,225134.19434111472,2015-01-21
1478,107025,5,264147.7275339994,2015-12-08
1479,107033,1,866768.6064235087,2015-02-12
1480,107039,4,424657.33934251865,2014-12-06
1481,107045,4,690125.569528042,2015-08-09
1482,107047,1,995582.7278616322,2015-08-02
1483,107052,1,238225.72773489682,2014-12-28
1484,107053,1,9997.568228437021,2015-08-21
1485,107057,1,1251150.5422862847,2015-08-25
1486,107067,1,53980.6964828186,2015-10-12
1487,107067,4,1606559.02280868,2015-05-16
1488,107073,1,207201.81329531176,2015-05-14
1489,107075,1,1264853.0022290186,2015-01-08
1490,107075,1,112146.40215572297,2015-05-01
1491,107080,1,1566755.986763573,2015-03-14
1492,107089,1,1265756.7505996213,2015-09-04
1493,107089,1,166834.7989690276,2016-01-13
1494,107091,1,1432543.772889125,2015-08-13
1495,107093,1,415670.3465552009,2015-01-12
1496,107093,1,959302.2937541684,2015-01-17
1497,107095,1,823976.8835580207,2015-10-09
1498,107099,1,859107.7191708409,2015-07-18
1499,107099,5,244366.76473027832,2015-06-01
1500,107109,5,90152.78262086213,2014-12-24
1501,107114,3,663458.7124799119,2015-04-17
1502,107115,1,140525.67732134135,2015-10-07
1503,107117,1,20504.616631045472,2014-11-23
1504,107121,1,190439.30040652756,2015-06-19
1505,107121,1,2122278.46244038,2015-06-10
1506,107122,1,1066083.173679585,2015-08-09
1507,107124,1,998171.7352690648,2016-01-18
1508,107134,1,349393.9350926997,2014-12-17
1509,107136,5,321391.35001829633,2015-08-13
1510,107149,3,252481.40360672493,2015-08-11
1511,107155,4,6883.460394213907,2015-01-17
1512,107159,1,550993.6272124064,2014-11-02
1513,107173,4,497900.5536834018,2015-06-20
1514,107173,4,152917.00567769352,2015-05-05
1515,107174,1,394605.92884522676,2015-12-29
1516,107174,1,117374.49726147205,2015-09-04
1517,107175,5,532724.2852867914,2015-04-20
1518,107177,4,61176.10442256528,2015-03-10
1519,107192,3,302100.9342567469,2015-05-27
1520,107193,4,32178.879263183466,2015-05-22
1521,107195,4,118562.83161235257,2015-07-31
1522,107195,5,270644.18423842016,2014-11-13
1523,107241,1,702437.3957623614,2015-09-13
1524,107246,4,321163.77778447035,2015-06-29
1525,107260,1,876220.7067019506,2015-06-30
1526,107260,4,591738.6140732334,2014-11-01
1527,107260,4,642777.8303702617,2014-08-24
1528,107273,1,520927.83527958795,2015-06-30
1529,107276,4,247861.71438657338,2014-12-05
1530,107280,1,57876.458408793435,2014-11-17
1531,107283,1,279409.0400556363,2015-11-17
1532,107288,1,323603.1679688813,2015-01-03
1533,107290,1,801112.891129318,2015-03-11
1534,107297,4,835890.9766938152,2015-02-27
1535,107312,1,33090.269875026774,2015-06-09
1536,107338,1,266081.7857772829,2015-11-24
1537,107348,3,401888.5802536863,2015-04-28
1538,107351,1,630391.4517652902,2016-06-04
1539,107365,1,1131205.371570841,2015-11-20
1540,107367,1,77209.24667631509,2015-08-06
1541,107371,1,849723.396575035,2015-11-07
1542,107375,1,61791.60039010141,2015-12-24
1543,107375,4,49753.57230290305,2015-07-28
1544,107375,4,374680.62670389,2015-12-05
1545,107376,1,888399.1282231215,2015-01-27
1546,107378,1,297523.9517311868,2015-03-25
1547,107380,1,203481.65562401293,2015-08-17
1548,107392,1,1047740.827531478,2015-08-26
1549,107400,1,416101.7007604991,2015-02-22
1550,107404,1,945250.6765181742,2015-04-12
1551,107406,1,531747.2402365033,2016-01-18
1552,107407,1,407751.0886937943,2015-06-10
1553,107413,1,94133.43607361102,2015-05-06
1554,107413,1,2371601.344248343,2015-05-17
1555,107416,1,3211728.1986806667,2015-07-05
1556,107416,1,298820.7748434864,2015-07-17
1557,107417,4,24090.42496390175,2015-09-26
1558,107430,5,279498.013468895,2015-08-09
1559,107443,1,1583537.3079181078,2015-05-31
1560,107448,1,1058952.9775013237,2015-09-06
1561,107449,1,278634.3496751498,2015-06-09
1562,107450,1,72769.85290326504,2014-12-13
1563,107451,1,48534.814201677684,2015-07-09
1564,107451,1,361738.89288287144,2015-10-25
1565,107453,5,327320.58790183434,2014-12-12
1566,107456,5,1043429.2165888486,2015-01-11
1567,107461,1,1697496.532699703,2015-01-31
1568,107472,1,1694999.727898306,2014-10-05
1569,107475,1,243170.6845073062,2015-04-22
1570,107478,4,98178.47285357714,2014-11-01
1571,107482,4,189347.97948992578,2015-06-12
1572,107483,1,1373060.6776141606,2015-05-23
1573,107485,1,1177834.826231387,2014-10-02
1574,107492,1,17211.671942448243,2015-09-27
1575,107494,1,593497.0169887778,2014-11-13
1576,107499,1,102418.99460378528,2015-06-02
1577,107499,1,1048331.3496855429,2015-07-17
1578,107504,1,75687.18722210219,2015-07-27
1579,107504,5,61253.494061864774,2015-08-03
1580,107521,4,351403.73770558694,2015-10-20
1581,107525,1,414912.9141392587,2015-08-22
1582,107528,1,800954.1943394992,2015-06-27
1583,107539,1,890519.0858625205,2014-07-09
1584,107543,1,63176.12259684177,2015-11-19
1585,107555,1,1045846.8386940702,2015-02-06
1586,107562,1,340098.0088460922,2016-01-14
1587,107573,1,528056.0764774599,2015-02-16
1588,107588,1,1046815.5784395864,2016-05-10
1589,107592,1,235948.28490225133,2015-05-05
1590,107593,1,166895.13083772853,2015-09-09
1591,107600,4,204552.4283420574,2016-01-06
1592,107609,1,49972.29464079067,2016-03-18
1593,107618,1,73968.80818021903,2015-01-13
1594,107618,4,134786.176893292,2015-08-18
1595,107618,4,592584.4937296963,2014-12-21
1596,107618,5,30450.66772028804,2015-01-11
1597,107620,1,241939.64380992064,2015-08-13
1598,107620,3,858134.3676175615,2015-06-06
1599,107620,3,597722.6652417871,2015-05-01
1600,107623,1,637683.7972160254,2015-01-17
1601,107624,5,66162.96215459603,2015-08-20
1602,107624,5,147908.33350270987,2015-07-05
1603,107628,4,148037.61097596958,2015-03-10
1604,107642,1,1125957.5161853763,2015-06-16
1605,107646,1,121381.14483993762,2015-04-22
1606,107657,5,631248.9880754128,2015-07-18
1607,107665,1,215618.96957505186,2015-01-24
1608,107676,1,682899.3126927199,2015-01-02
1609,107677,1,560847.5569374247,2015-06-29
1610,107677,1,15504.224670002237,2016-04-16
1611,107679,1,2263183.0608419487,2015-06-09
1612,107679,1,248489.61298637046,2015-12-04
1613,107681,1,1200872.410678304,2015-02-15
1614,107682,1,63073.03610553313,2015-11-29
1615,107682,4,3934.4534458522685,2015-02-23
1616,107687,1,486760.9524063946,2016-01-04
1617,107691,1,450017.2656872417,2015-05-20
1618,107700,1,1734615.0342638853,2015-12-18
1619,107700,1,1218509.097606069,2015-07-07
1620,107702,1,870986.8855543149,2015-04-19
1621,107706,1,259772.6424398768,2016-01-26
1622,107711,1,837562.2425563948,2015-04-14
1623,107713,1,56777.95352662867,2015-09-15
1624,107717,4,46030.424868513364,2015-04-06
1625,107724,1,58548.905589136964,2015-02-08
1626,107727,1,240258.60191002954,2014-09-20
1627,107730,1,1276639.755085681,2015-11-01
1628,107731,5,9908.979618921876,2015-04-21
1629,107736,4,506145.0383988449,2015-08-25
1630,107738,1,171523.10387256648,2015-03-19
1631,107762,1,188473.15895123876,2015-09-17
1632,107762,4,121556.38302723606,2015-11-16
1633,107769,4,152171.62019111915,2015-06-18
1634,107769,4,118597.48903035186,2015-07-09
1635,107769,4,169705.330274903,2015-08-02
1636,107775,1,397375.9472564226,2015-11-07
1637,107775,1,38567.568880008475,2015-09-13
1638,107782,1,890244.2887051351,2015-09-03
1639,107782,1,272414.4741469645,2015-09-12
1640,107785,1,526526.210371932,2015-05-30
1641,107786,1,94114.57333851652,2015-12-26
1642,107791,1,136327.22969897417,2015-11-29
1643,107799,1,494028.2211731353,2014-10-26
1644,107808,1,293601.0272163218,2015-04-03
1645,107818,3,449916.6286120224,2015-05-18
1646,107818,5,574449.0774096323,2015-03-02
1647,107819,1,1258797.4734253236,2014-12-20
1648,107834,1,377518.5584595166,2014-08-11
1649,107838,5,104659.6733853221,2015-03-14
1650,107840,1,834025.509200306,2015-01-04
1651,107847,1,568033.523294993,2015-06-18
1652,107849,1,155227.39799394412,2015-05-01
1653,107849,1,259673.73843140295,2014-08-24
1654,107851,3,173251.95588340983,2015-09-14
1655,107851,3,647425.0463960012,2015-12-24
1656,107856,5,8489.9480532781,2015-10-06
1657,107857,1,1089574.0793698733,2015-02-14
1658,107858,1,45304.788733466965,2015-02-09
1659,107862,1,926612.5578297827,2015-07-02
1660,107862,3,1248561.0158523303,2015-08-29
1661,107862,5,646453.3436897995,2015-10-20
1662,107871,1,145698.68424517283,2015-02-09
1663,107874,1,492442.72122260527,2014-12-08
1664,107875,4,19409.618471364956,2015-08-25
1665,107888,1,265686.97095621284,2015-03-07
1666,107893,3,1014678.5423309266,2014-10-24
1667,107895,3,129437.93165256735,2015-03-27
1668,107917,1,111352.35534668852,2014-09-08
1669,107920,3,92047.15145101771,2015-05-30
1670,107922,1,3517557.3595456854,2015-06-22
1671,107923,3,512817.18533960497,2015-05-27
1672,107929,1,1061386.9091969717,2015-05-22
1673,107931,1,58431.571204234846,2015-07-27
1674,107945,1,653529.6114932878,2016-02-23
1675,107949,3,115925.65393783618,2015-12-12
1676,107951,1,118707.08877434442,2015-01-19
1677,107959,1,24388.732861293265,2014-10-16
1678,107960,4,4163.056499990635,2015-01-25
1679,107965,5,467366.29584146274,2015-04-12
1680,107978,1,2935.6481033661403,2016-01-16
1681,107988,4,2801.0978584477616,2015-06-16
1682,107988,4,334013.9997055645,2015-05-19
1683,107988,5,291841.6499965525,2015-11-20
1684,107991,1,754570.5935609112,2015-11-25
1685,108001,1,846751.0991713492,2015-03-10
1686,108001,1,1298238.9725304977,2015-09-26
1687,108001,1,14693.72892240202,2015-05-25
1688,108009,1,914303.136636346,2015-11-16
1689,108012,1,203977.65346497286,2015-04-30
1690,108014,1,669091.6783024669,2015-06-26
1691,108023,1,94575.70472632628,2015-10-30
1692,108028,1,1033414.3373012677,2015-01-11
1693,108029,3,555218.9670710298,2015-05-29
1694,108033,1,1979053.0408837658,2015-11-27
1695,108039,1,165996.90356491646,2016-03-07
1696,108045,1,155840.7117437721,2015-03-20
1697,108055,1,243534.0737194391,2016-06-13
1698,108055,3,38778.43444542959,2015-10-18
1699,108056,4,545702.4150721546,2015-07-12
1700,108060,1,64623.20384435356,2015-10-18
1701,108062,1,1136980.616105263,2014-10-19
1702,108064,1,631018.014255809,2015-04-21
1703,108064,1,54589.53466888958,2014-10-15
1704,108070,1,89011.42274476402,2015-02-24
1705,108070,5,282641.74292466405,2015-05-31
1706,108074,1,1233419.7816812606,2014-11-17
1707,108075,1,1463057.0896054606,2014-10-09
1708,108078,1,93271.93170088716,2015-11-14
1709,108096,1,814311.0395354257,2014-12-22
1710,108100,1,601947.7881253876,2015-06-19
1711,108101,4,56108.357267745305,2014-10-06
1712,108108,4,323519.3103414568,2015-12-15
1713,108114,1,26917.189433423337,2015-02-06
1714,108114,4,922235.6802322564,2015-06-05
1715,108116,1,1040716.6211267809,2015-09-29
1716,108120,1,222559.68232748006,2015-02-05
1717,108126,1,747529.0548123115,2015-05-07
1718,108129,1,106823.6792043551,2015-05-31
1719,108147,1,55000.505136286374,2014-12-31
1720,108152,3,295956.22612179554,2015-06-04
1721,108153,1,107346.59999745275,2015-07-26
1722,108156,1,626032.9242302931,2015-06-09
1723,108158,3,243909.86703334842,2015-12-11
1724,108159,1,113805.06793578202,2015-09-26
1725,108159,4,723635.9838603238,2015-08-26
1726,108165,1,132182.1811405099,2015-05-10
1727,108169,1,1197671.0865729642,2015-05-22
1728,108184,1,58892.264951319616,2015-04-20
1729,108185,6,178551.2757487595,2015-09-20
1730,108190,4,456628.46024741227,2014-08-31
1731,108201,1,147375.37287666975,2015-05-25
1732,108204,1,98976.15494248913,2016-02-23
1733,108230,1,1539981.9209939714,2015-04-28
1734,108231,1,760347.158012544,2015-05-12
1735,108235,1,636762.7683981315,2014-12-07
1736,108238,1,127855.21924610669,2015-12-11
1737,108244,1,479165.2251588882,2015-04-21
1738,108249,4,63465.13642570702,2016-05-08
1739,108250,1,220987.1748517044,2014-12-22
1740,108257,1,963134.6337445069,2014-11-24
1741,108268,4,256931.06959412608,2015-09-08
1742,108271,1,1267814.4672105913,2015-08-14
1743,108276,1,1250840.1782973655,2015-04-04
1744,108278,1,2496776.0215058657,2015-03-28
1745,108284,4,38603.96225353368,2015-04-24
1746,108285,1,1176887.5145548624,2014-11-01
1747,108287,1,38819.04722580012,2015-09-18
1748,108288,1,2398.465840751646,2015-04-17
1749,108293,1,385625.41127946787,2015-05-24
1750,108296,1,628990.6255089326,2015-08-07
1751,108298,5,28593.90713274479,2015-04-13
1752,108306,1,1518834.8956607312,2015-09-27
1753,108306,5,371532.5340502597,2015-04-03
1754,108308,2,610088.6371040381,2015-05-24
1755,108309,3,61237.64911256199,2014-11-06
1756,108314,1,829922.2476533348,2014-09-01
1757,108315,1,301948.8044556943,2014-10-14
1758,108341,1,259383.7120688567,2015-04-26
1759,108341,1,166913.44723937754,2015-01-11
1760,108341,4,188580.35767642083,2015-09-23
1761,108342,1,809054.7923856804,2015-12-08
1762,108351,1,392010.5693079354,2015-02-06
1763,108358,1,54910.174265662674,2015-09-17
1764,108359,1,881040.7315482761,2016-05-16
1765,108367,3,647254.6232850356,2014-12-03
1766,108371,1,324270.37817050796,2014-10-02
1767,108374,1,3545312.729098178,2015-09-22
1768,108375,1,546153.1190719802,2015-05-10
1769,108375,5,41474.42691028118,2015-06-29
1770,108378,1,115601.48803247279,2016-01-23
1771,108392,1,379102.7677472611,2016-03-25
1772,108398,1,1154159.0186997938,2015-08-11
1773,108400,3,398950.28820847487,2015-06-05
1774,108412,3,347813.3305361232,2015-04-12
1775,108413,1,1240210.5502436408,2015-01-28
1776,108417,1,252079.3101959819,2015-05-20
1777,108429,1,1236005.304677727,2015-11-10
1778,108436,4,8334.969515050478,2014-11-03
1779,108440,1,91842.09121749317,2015-08-14
1780,108441,5,54507.79790541145,2015-03-03
1781,108444,5,65847.66902960837,2014-12-21
1782,108450,1,482410.09962431644,2015-06-11
1783,108450,3,656187.6869383428,2015-07-18
1784,108455,1,441614.3716694601,2015-09-13
1785,108460,1,1405458.051881152,2015-04-05
1786,108492,1,862213.648320679,2015-06-08
1787,108493,1,407099.4522480564,2015-03-23
1788,108495,1,257554.0837698835,2015-03-02
1789,108496,3,373372.4527630076,2015-09-16
1790,108498,4,490108.32028604706,2016-02-09
1791,108509,1,1024420.1477251934,2015-07-15
1792,108510,1,216947.80046100364,2016-01-04
1793,108517,1,167251.18065000884,2015-04-04
1794,108520,1,859925.1984465452,2015-03-18
1795,108532,1,391894.4267376289,2015-09-20
1796,108533,1,851190.8185983779,2015-07-09
1797,108536,1,293888.6174729448,2015-01-30
1798,108536,4,195664.24607619876,2015-01-03
1799,108539,4,981894.6527991551,2015-06-22
1800,108543,4,171126.90243735295,2015-03-09
1801,108544,1,820914.2353174271,2015-03-03
1802,108545,1,1155606.5649792817,2015-02-21
1803,108547,1,380521.93975592405,2015-08-02
1804,108547,1,1560996.204683366,2015-05-10
1805,108550,1,155967.977029128,2015-08-10
1806,108557,1,1630154.0413223754,2015-05-04
1807,108560,1,738120.131564028,2015-06-10
1808,108565,1,802368.6960165867,2015-11-25
1809,108569,1,1137744.8284856868,2015-08-14
1810,108572,5,260502.41658019557,2014-11-30
1811,108587,1,121201.44806066187,2015-12-12
1812,108591,4,378232.9478050144,2014-11-02
1813,108592,1,761070.4722048584,2015-12-30
1814,108596,1,17110.700580420787,2015-09-15
1815,108598,1,205980.7718127882,2015-07-05
1816,108604,4,186725.34228585195,2015-02-14
1817,108607,1,1434338.443262979,2015-08-07
1818,108612,1,160127.37966864207,2015-01-19
1819,108615,1,664007.3770815034,2015-06-05
1820,108619,1,1703878.0757800404,2014-09-02
1821,108620,1,355846.4868026138,2014-11-18
1822,108621,1,401631.6425806219,2015-10-18
1823,108623,1,2346606.830707166,2014-12-09
1824,108625,1,1247463.7076293798,2015-06-12
1825,108635,1,999018.0592909197,2015-07-30
1826,108644,1,118508.60204448178,2015-06-22
1827,108646,1,1756114.271528023,2015-10-16
1828,108646,3,699390.88620546,2016-03-15
1829,108667,1,180104.94627101228,2015-07-26
1830,108675,4,314833.5501820481,2014-11-05
1831,108678,1,263967.99835723045,2015-01-11
1832,108690,3,198444.704028789,2014-11-21
1833,108691,1,1239689.3438853663,2015-03-12
1834,108692,1,70768.40622674441,2015-05-06
1835,108715,1,226753.26264852227,2015-11-04
1836,108718,1,699702.8971626677,2015-07-18
1837,108726,1,203711.21616833098,2015-08-05
1838,108732,4,352443.9887003488,2016-01-10
1839,108743,4,457521.00834661437,2015-07-17
1840,108752,4,148244.18636845658,2015-03-02
1841,108762,3,197201.20638383087,2015-03-05
1842,108763,1,904548.0784827176,2015-09-30
1843,108770,1,1311821.2720410405,2014-12-26
1844,108773,4,198979.70190210734,2015-05-31
1845,108776,1,422876.5840855739,2014-10-12
1846,108778,1,289539.3807204254,2014-11-26
1847,108778,1,163037.03675782867,2014-10-26
1848,108786,1,424163.6949023679,2014-11-13
1849,108795,1,8340.67741573602,2015-06-03
1850,108797,1,331716.57355157845,2015-02-15
1851,108803,5,38029.2312707752,2015-01-13
1852,108823,3,666406.1876264652,2014-12-21
1853,108831,1,583889.4821126634,2016-01-12
1854,108836,1,148304.38116187742,2015-09-05
1855,108837,1,240391.59601292654,2015-11-11
1856,108837,4,21971.703629354015,2015-09-22
1857,108839,1,2327762.3838535184,2015-10-25
1858,108842,1,1460692.144742354,2015-04-12
1859,108850,1,40425.886203713715,2014-11-25
1860,108854,5,476198.61606516136,2015-10-15
1861,108855,1,230434.31646038638,2016-03-27
1862,108862,1,344677.73543781973,2015-06-11
1863,108865,1,65144.253181705906,2015-02-22
1864,108869,4,1211291.6424145307,2015-05-17
1865,108890,1,57836.94548701092,2015-08-13
1866,108895,3,258857.79559484683,2015-04-28
1867,108906,1,213161.9698906308,2015-01-21
1868,108908,1,659770.8462018785,2014-11-28
1869,108909,1,466824.4964896096,2015-05-29
1870,108915,1,997419.9105432505,2015-02-24
1871,108915,1,1935318.898270489,2014-12-26
1872,108919,1,239895.81140990183,2015-04-21
1873,108921,1,262867.85186167527,2016-02-24
1874,108922,1,586231.7560920354,2015-04-21
1875,108926,1,1278300.7392933134,2014-08-02
1876,108932,3,1323558.3736907076,2016-01-11
1877,108933,1,239933.18301262544,2015-10-29
1878,108947,1,1679235.3534179581,2015-03-19
1879,108948,4,90509.5228678803,2015-04-05
1880,108951,1,993911.0661270161,2015-08-09
1881,108951,1,976293.4532307821,2015-03-30
1882,108953,1,47212.22064388404,2015-03-08
1883,108955,1,285588.9296258837,2015-07-14
1884,108955,4,471712.05523782014,2014-08-05
1885,108956,1,710047.0541199049,2015-09-15
1886,108960,1,1167338.071299857,2015-09-12
1887,108961,1,821551.4462997386,2015-08-11
1888,108966,4,395120.60953053454,2015-07-20
1889,108972,1,165810.6562595386,2015-09-16
1890,108976,1,66312.03939352417,2014-11-10
1891,108978,1,704921.3519938386,2015-01-19
1892,108987,1,1387821.5171798817,2015-02-26
1893,108989,1,605380.3227856981,2015-11-29
1894,108998,1,6953.900026549531,2014-09-11
1895,109003,1,56606.39039088792,2015-06-09
1896,109007,1,1265372.5683494587,2015-04-07
1897,109030,3,481785.83394430904,2015-01-07
1898,109030,5,489837.7189160658,2015-04-13
1899,109032,1,243415.20592294587,2015-06-25
1900,109032,1,595167.6508741316,2016-01-06
1901,109033,1,361111.48679385055,2014-10-19
1902,109033,1,18910.719496346086,2015-03-10
1903,109039,1,61242.74547549896,2015-07-17
1904,109042,5,56746.52745947242,2015-05-19
1905,109043,1,590209.7611665402,2015-07-11
1906,109052,1,504497.6705265635,2015-05-10
1907,109057,1,474731.71394387755,2015-03-11
1908,109060,1,1118745.7609040947,2015-02-06
1909,109063,1,204779.2881507855,2015-10-23
1910,109066,1,455206.0976064666,2015-11-12
1911,109067,3,772325.3239695607,2015-05-17
1912,109078,1,399446.0247215736,2014-11-30
1913,109086,1,151847.25205134368,2015-02-14
1914,109086,1,97692.78287738122,2015-07-31
1915,109087,1,1076069.5435776007,2014-09-13
1916,109091,5,251637.39914825017,2015-04-26
1917,109100,1,57477.80943730194,2015-10-30
1918,109107,1,929143.8372306073,2016-02-13
1919,109109,1,279077.23109083856,2015-08-23
1920,109109,1,124928.7867724006,2015-07-17
1921,109110,1,923188.5707990465,2014-09-24
1922,109121,1,2024830.3705730748,2014-09-05
1923,109121,1,959991.26797179,2014-09-29
1924,109122,1,158924.07696495598,2016-02-03
1925,109124,1,108058.37410473467,2015-10-15
1926,109138,5,22069.788118824363,2015-05-03
